,score,word
absorbed,5.742393038307026e-06,absorbed
eveyone,5.742130053365972e-06,eveyone
straying,5.742034487897726e-06,straying
georgous,5.7419043549237355e-06,georgous
anyday,5.740562200698038e-06,anyday
canvas,5.7397143609126465e-06,canvas
insta,5.73773338514888e-06,insta
coupe,5.737464022161463e-06,coupe
homemake,5.735858913901619e-06,homemake
bran,5.735195869749876e-06,bran
tier,5.734921290731804e-06,tier
beded,5.734695400009134e-06,beded
royally,5.734030283405008e-06,royally
lqa,5.7338466173339005e-06,lqa
nanaimo,5.732721891149267e-06,nanaimo
ascetic,5.732196008352147e-06,ascetic
wimp,5.731563054613935e-06,wimp
schoolyard,5.7312179373449334e-06,schoolyard
indescribably,5.73080810879693e-06,indescribably
reaffirm,5.730523134366609e-06,reaffirm
yonghee,5.72957639110813e-06,yonghee
tootsie,5.7288306409763404e-06,tootsie
zacs,5.728222265623674e-06,zacs
monogrammed,5.727842222775829e-06,monogrammed
brave,5.727342542258067e-06,brave
transoprtation,5.725304589460447e-06,transoprtation
creeping,5.725085046088665e-06,creeping
strategy,5.7248257329876315e-06,strategy
unfortantly,5.724669193777166e-06,unfortantly
bikeride,5.7236419644696695e-06,bikeride
subsidize,5.7235449559690015e-06,subsidize
innate,5.7225676529370675e-06,innate
geniune,5.720823446348306e-06,geniune
esitate,5.720379628906509e-06,esitate
bedraggled,5.719035031262195e-06,bedraggled
badminton,5.715980796641578e-06,badminton
nececities,5.715270976333163e-06,nececities
hooking,5.715229557341472e-06,hooking
eighth,5.714408648620148e-06,eighth
unimposing,5.713758922378907e-06,unimposing
pizzaria,5.713503814731555e-06,pizzaria
goddess,5.713016045155759e-06,goddess
superneat,5.712397384629814e-06,superneat
scrapbooking,5.7119070947617494e-06,scrapbooking
insured,5.711630662586625e-06,insured
disgusting,5.710303441767652e-06,disgusting
bacco,5.7091095113118474e-06,bacco
coaxing,5.708587554040565e-06,coaxing
subjected,5.708505866229468e-06,subjected
liction,5.708470579971675e-06,liction
dawdled,5.707203241569308e-06,dawdled
himalayan,5.707185734334738e-06,himalayan
spotlessness,5.706629160617651e-06,spotlessness
kagy,5.706036040443635e-06,kagy
ethereal,5.705070469288779e-06,ethereal
ranked,5.704957311274844e-06,ranked
chocolats,5.704893148672879e-06,chocolats
laundrey,5.704893148672879e-06,laundrey
wer,5.704062013953921e-06,wer
dolly,5.703603741113822e-06,dolly
marnes,5.702703934032913e-06,marnes
grille,5.702604806406978e-06,grille
coll,5.702327260973991e-06,coll
milling,5.702326893826906e-06,milling
restaruants,5.701696802380383e-06,restaruants
excatly,5.701696802380383e-06,excatly
abailable,5.700615219187425e-06,abailable
elaonor,5.699785489874525e-06,elaonor
wishbinwouldbhave,5.699419373709963e-06,wishbinwouldbhave
destined,5.699203934365708e-06,destined
museli,5.699156850366274e-06,museli
handee,5.699156850366274e-06,handee
contempory,5.6984967500406356e-06,contempory
completes,5.698349794143706e-06,completes
fantastc,5.697948325946254e-06,fantastc
neapolitan,5.697215694810539e-06,neapolitan
missy,5.696688705207083e-06,missy
accommadating,5.69568005258576e-06,accommadating
participant,5.695583896670261e-06,participant
spotify,5.694668322832371e-06,spotify
singed,5.694447371778218e-06,singed
rainbow,5.694268492549727e-06,rainbow
whish,5.69365614691846e-06,whish
pleeenttyyy,5.6936417594738925e-06,pleeenttyyy
districk,5.691785388066446e-06,districk
amore,5.690612990927868e-06,amore
bikable,5.690515387034049e-06,bikable
partiers,5.690188381975668e-06,partiers
expiriance,5.68982889472638e-06,expiriance
hight,5.689103825275145e-06,hight
deadening,5.688756543330917e-06,deadening
hassel,5.6887334397248765e-06,hassel
hil,5.688383957273373e-06,hil
finney,5.687896058278673e-06,finney
mychelle,5.687799943570171e-06,mychelle
standouts,5.686872211605008e-06,standouts
bitterroot,5.686549749994216e-06,bitterroot
seetup,5.686027143826027e-06,seetup
grrat,5.684932163447622e-06,grrat
unpainted,5.68355597018173e-06,unpainted
nighters,5.68336343080157e-06,nighters
ernie,5.681881541131736e-06,ernie
welling,5.681559826955364e-06,welling
innovator,5.681319884035084e-06,innovator
briliant,5.681319884035084e-06,briliant
deodorant,5.6803433588711425e-06,deodorant
tweaked,5.678618009348053e-06,tweaked
gewat,5.678606974611737e-06,gewat
enjiyed,5.678606974611737e-06,enjiyed
inmost,5.676491406288169e-06,inmost
adan,5.675162681431379e-06,adan
eveyhing,5.6747203196390954e-06,eveyhing
farmacy,5.674321536044471e-06,farmacy
savie,5.6741777433272555e-06,savie
floated,5.673894898819258e-06,floated
outsider,5.673071359153605e-06,outsider
rendered,5.672248251401758e-06,rendered
calzones,5.6714823463450075e-06,calzones
uniques,5.670810633320262e-06,uniques
lumberjack,5.669175861285595e-06,lumberjack
cognizant,5.6691354964569e-06,cognizant
urba,5.668831035194077e-06,urba
peeler,5.66825397299339e-06,peeler
pillowy,5.667130717133263e-06,pillowy
jamies,5.666818691372404e-06,jamies
frolic,5.666365970199145e-06,frolic
levins,5.66614735827865e-06,levins
beanie,5.66496870957454e-06,beanie
ammenties,5.664905792596272e-06,ammenties
zippy,5.663016072223402e-06,zippy
binging,5.662646648825062e-06,binging
bule,5.662583576150353e-06,bule
westfield,5.662547078748457e-06,westfield
prioritized,5.660245378155921e-06,prioritized
lovin,5.6600825548776255e-06,lovin
zane,5.658446285945271e-06,zane
unopened,5.655387393808409e-06,unopened
honour,5.654671116457318e-06,honour
wizard,5.654156450878964e-06,wizard
credible,5.653686479111604e-06,credible
dakaota,5.65174106736307e-06,dakaota
accomadtion,5.649754330056065e-06,accomadtion
suppies,5.649298755772964e-06,suppies
talkibg,5.647828936169133e-06,talkibg
airlinefoods,5.6476930064761405e-06,airlinefoods
banh,5.6471953926791215e-06,banh
cakery,5.646363186761889e-06,cakery
bundling,5.646132658697846e-06,bundling
arrow,5.644507748540845e-06,arrow
dodged,5.6440204026952546e-06,dodged
emelia,5.64394828581698e-06,emelia
moonset,5.642365375690534e-06,moonset
irrespective,5.641864745034076e-06,irrespective
aaaand,5.641808153735172e-06,aaaand
architectional,5.641808153735172e-06,architectional
firmest,5.6403770640490585e-06,firmest
compression,5.6403002777771265e-06,compression
choosen,5.639177369923937e-06,choosen
unsanitary,5.638547211241637e-06,unsanitary
absolultely,5.637164805552331e-06,absolultely
orchestrate,5.637111869780272e-06,orchestrate
zimmerman,5.633921594273128e-06,zimmerman
kenneth,5.633801902130293e-06,kenneth
snowcapped,5.633433237431921e-06,snowcapped
descried,5.633413871994364e-06,descried
gabes,5.633246134623714e-06,gabes
shhhh,5.633246134623714e-06,shhhh
acommodation,5.633141606384376e-06,acommodation
biologic,5.632968984361848e-06,biologic
pretti,5.632607812134335e-06,pretti
natsumi,5.6320106872730164e-06,natsumi
motoya,5.6320106872730164e-06,motoya
headquarter,5.631957119287837e-06,headquarter
jai,5.6314581514967125e-06,jai
groundfloor,5.630060480371123e-06,groundfloor
relies,5.6289577028538404e-06,relies
wizzed,5.62883240141429e-06,wizzed
freiendly,5.62883240141429e-06,freiendly
fledged,5.628456327383264e-06,fledged
citchen,5.6257008226442744e-06,citchen
ginas,5.625668654684726e-06,ginas
openhearted,5.62557911511435e-06,openhearted
momentarily,5.623378357334943e-06,momentarily
defreitas,5.622758803355761e-06,defreitas
accompanies,5.622012443663865e-06,accompanies
req,5.621984544865569e-06,req
unreachable,5.621669929595283e-06,unreachable
ducky,5.620794656508831e-06,ducky
hipsterish,5.620669680821721e-06,hipsterish
jaxs,5.6193750757669174e-06,jaxs
lightweight,5.6191952660616105e-06,lightweight
foo,5.618572114302685e-06,foo
tranpo,5.618572114302685e-06,tranpo
officer,5.618060809402741e-06,officer
persnickety,5.617783294147515e-06,persnickety
adobe,5.617584994402816e-06,adobe
towing,5.6172444489784235e-06,towing
snobby,5.616475455003322e-06,snobby
enjoied,5.6147173117160025e-06,enjoied
vaulting,5.6140247734913654e-06,vaulting
extravaganza,5.6133886652414435e-06,extravaganza
smothering,5.6129242322011185e-06,smothering
chummy,5.6113008372189855e-06,chummy
landscaper,5.610291394036182e-06,landscaper
transferring,5.610099468476087e-06,transferring
depleted,5.609560758464245e-06,depleted
envision,5.609047463400855e-06,envision
cursed,5.608717160075821e-06,cursed
scamper,5.608068753928294e-06,scamper
slab,5.608048837452071e-06,slab
plated,5.607233906603682e-06,plated
fangled,5.606653130076896e-06,fangled
shiningly,5.606572879704786e-06,shiningly
poppyseed,5.606077637801842e-06,poppyseed
salgado,5.605763385805079e-06,salgado
uncommonly,5.605033190731674e-06,uncommonly
kirchen,5.604371196254142e-06,kirchen
barrio,5.604294211712306e-06,barrio
patriarch,5.604135945605609e-06,patriarch
occassionally,5.602744471066523e-06,occassionally
transporting,5.601612106980451e-06,transporting
jeannas,5.601138517297948e-06,jeannas
sunflour,5.6011325052449485e-06,sunflour
centerally,5.600581020391318e-06,centerally
discretion,5.600087190154418e-06,discretion
chirstmas,5.599864425204734e-06,chirstmas
fresca,5.5990338426385305e-06,fresca
ontop,5.598398530546815e-06,ontop
comphy,5.5980315252854005e-06,comphy
bulky,5.5970540249119625e-06,bulky
recuperating,5.596900594135775e-06,recuperating
unstuck,5.594288731690103e-06,unstuck
camry,5.5920357991062534e-06,camry
yak,5.591585268883302e-06,yak
gaol,5.590259394065369e-06,gaol
greattime,5.5901758254273435e-06,greattime
aggo,5.590015595674961e-06,aggo
stratosphere,5.589170538212574e-06,stratosphere
pickle,5.588995887924972e-06,pickle
relpied,5.588751230503882e-06,relpied
ientry,5.588432580406608e-06,ientry
stehpanie,5.587066843570595e-06,stehpanie
nessecary,5.586402678600494e-06,nessecary
neighbourhod,5.586348724424386e-06,neighbourhod
oit,5.58633997036367e-06,oit
defenetely,5.58633997036367e-06,defenetely
inspiringly,5.586128264210168e-06,inspiringly
serenas,5.583779710376374e-06,serenas
customary,5.582466895863653e-06,customary
hiedi,5.582379124402777e-06,hiedi
joons,5.580840259213435e-06,joons
riteaid,5.579697630923055e-06,riteaid
wwii,5.5795120351526305e-06,wwii
wallngford,5.576769955127934e-06,wallngford
rainierstreet,5.575570184771074e-06,rainierstreet
domicile,5.574756643944622e-06,domicile
comf,5.5741818639755565e-06,comf
aiport,5.573518026784582e-06,aiport
sa,5.5734375342513476e-06,sa
locarion,5.57320693698959e-06,locarion
jag,5.572103617130278e-06,jag
conversant,5.572076733896406e-06,conversant
olena,5.5720176960032424e-06,olena
eleventh,5.570320550789867e-06,eleventh
rout,5.570109153353699e-06,rout
fussier,5.569455845364951e-06,fussier
hostest,5.568854545464758e-06,hostest
sone,5.5675356321382715e-06,sone
redy,5.5675356321382715e-06,redy
gluhwein,5.567330654503668e-06,gluhwein
cooperating,5.566070718856844e-06,cooperating
stytlish,5.5636099824293385e-06,stytlish
dispatched,5.5635915245776194e-06,dispatched
strives,5.563583963767163e-06,strives
mak,5.563222713816257e-06,mak
neighboorhoods,5.5629834085661965e-06,neighboorhoods
infestation,5.5618163278428294e-06,infestation
software,5.561528622303618e-06,software
recommened,5.559773908429894e-06,recommened
submerged,5.559092911570886e-06,submerged
plently,5.559057090244938e-06,plently
muffines,5.5590437600228665e-06,muffines
airbag,5.5557682135073524e-06,airbag
optician,5.555710734625291e-06,optician
pocketbook,5.5555280828319714e-06,pocketbook
loudness,5.55499111670269e-06,loudness
definitily,5.554819337392124e-06,definitily
bebs,5.554783039706286e-06,bebs
sammy,5.554208797073316e-06,sammy
nordstroms,5.554006894681694e-06,nordstroms
undersell,5.553765437857999e-06,undersell
irma,5.55367348217686e-06,irma
parka,5.5518948373808565e-06,parka
jamilha,5.551315914922224e-06,jamilha
paving,5.551074724649389e-06,paving
republican,5.550740086818962e-06,republican
fm,5.5502931254922096e-06,fm
noticable,5.549333329023257e-06,noticable
marzocco,5.548693749268087e-06,marzocco
demeanour,5.548358705041019e-06,demeanour
carpeek,5.547897955348886e-06,carpeek
loverly,5.546749155574626e-06,loverly
uninvasive,5.545818821317374e-06,uninvasive
disarray,5.545698683497903e-06,disarray
hating,5.545293128535656e-06,hating
reluctantly,5.544348638773133e-06,reluctantly
weath,5.543552582020766e-06,weath
suspiciously,5.543542217108827e-06,suspiciously
frosting,5.543411608867927e-06,frosting
iwth,5.542624011507639e-06,iwth
stillness,5.542449063054963e-06,stillness
reenergize,5.542189165238852e-06,reenergize
rosalynn,5.54143400932429e-06,rosalynn
neighborhhod,5.541349883849079e-06,neighborhhod
refinent,5.541244317257117e-06,refinent
smuch,5.541244317257117e-06,smuch
toliet,5.540607869693383e-06,toliet
alwayse,5.540044933366522e-06,alwayse
vocano,5.539624749070779e-06,vocano
enjou,5.539624749070779e-06,enjou
unannounced,5.536945265715499e-06,unannounced
nighter,5.535875569301239e-06,nighter
accenting,5.535818713046628e-06,accenting
farad,5.5357573239603e-06,farad
sesame,5.5352097068419e-06,sesame
bleed,5.534721243896069e-06,bleed
intangible,5.533890682160799e-06,intangible
tidgh,5.533816281632116e-06,tidgh
cheated,5.5328867933291475e-06,cheated
inane,5.531918337461561e-06,inane
hahah,5.531607577280807e-06,hahah
reget,5.530358436064819e-06,reget
prety,5.530358436064819e-06,prety
hilariously,5.529500481284633e-06,hilariously
fanciful,5.5249370712398125e-06,fanciful
nomad,5.524545269954729e-06,nomad
dinnerwear,5.524533664689715e-06,dinnerwear
mula,5.52431497868074e-06,mula
recommentation,5.524030136751747e-06,recommentation
daytrip,5.523717461925207e-06,daytrip
empathic,5.52327507282855e-06,empathic
muffle,5.522933195922631e-06,muffle
evie,5.522579814395113e-06,evie
usuable,5.52224710437048e-06,usuable
ceased,5.520887116495498e-06,ceased
citylink,5.520016450272751e-06,citylink
quaintness,5.51911995743386e-06,quaintness
iva,5.518044220335898e-06,iva
rhone,5.517747431745692e-06,rhone
elinor,5.5170355303114945e-06,elinor
imitated,5.5170355303114945e-06,imitated
meshed,5.516754327304496e-06,meshed
yadida,5.516577090188401e-06,yadida
foamie,5.516480176293353e-06,foamie
vila,5.5158117976956894e-06,vila
sehar,5.515798247345109e-06,sehar
mw,5.514952235184077e-06,mw
beading,5.514810284373022e-06,beading
risto,5.514215965554849e-06,risto
biutiful,5.512699921097567e-06,biutiful
absoluteky,5.511177585426681e-06,absoluteky
weaving,5.511134314050699e-06,weaving
wuick,5.5107726961110484e-06,wuick
softball,5.510534363577974e-06,softball
dilapidated,5.5082266887744095e-06,dilapidated
forethought,5.50714891390467e-06,forethought
comlain,5.5071355247566815e-06,comlain
solitary,5.506372429007614e-06,solitary
stonewalls,5.506372385674947e-06,stonewalls
goregous,5.505030518627054e-06,goregous
whirring,5.502889623322424e-06,whirring
gues,5.50273449437355e-06,gues
tsuite,5.50273449437355e-06,tsuite
melon,5.50078596452356e-06,melon
illuminate,5.500435746309767e-06,illuminate
assesible,5.49979330341971e-06,assesible
waaaaay,5.499121871240749e-06,waaaaay
cheque,5.49877104631957e-06,cheque
indulgent,5.4977391209188295e-06,indulgent
thermometer,5.496928566636167e-06,thermometer
gainsbourg,5.496288776843624e-06,gainsbourg
anout,5.49524984163585e-06,anout
comfortavle,5.4948485789145475e-06,comfortavle
inquireis,5.494336540278393e-06,inquireis
nathalie,5.493732955023787e-06,nathalie
accommadate,5.493467810363167e-06,accommadate
conformed,5.492833935514886e-06,conformed
possessing,5.4926245333466394e-06,possessing
neo,5.4921003300518575e-06,neo
graeme,5.490397264660387e-06,graeme
naimi,5.490236518974897e-06,naimi
ensuit,5.489789242707018e-06,ensuit
geyhound,5.4894232021168054e-06,geyhound
dunce,5.487440995104021e-06,dunce
constitute,5.486374426310224e-06,constitute
nondescript,5.486132234825105e-06,nondescript
personnal,5.486115105502454e-06,personnal
tawnya,5.485150059140567e-06,tawnya
leahs,5.484761292144241e-06,leahs
whatassap,5.484184978190165e-06,whatassap
logo,5.4837312694198195e-06,logo
totality,5.482897315809837e-06,totality
reataurants,5.482653298363233e-06,reataurants
especiaaly,5.482653298363233e-06,especiaaly
warped,5.482239741905421e-06,warped
ghelani,5.482197948049271e-06,ghelani
attenative,5.482160452369777e-06,attenative
excperience,5.4813593958316745e-06,excperience
sardine,5.481314127908437e-06,sardine
ninth,5.480041425495538e-06,ninth
collin,5.480004148168403e-06,collin
squeaking,5.4784661139083034e-06,squeaking
houseknecht,5.47766560938613e-06,houseknecht
wahzma,5.477533758969847e-06,wahzma
anf,5.476643942648039e-06,anf
torchlight,5.475811488288803e-06,torchlight
connective,5.4750284805590715e-06,connective
rideshare,5.4741293063721905e-06,rideshare
statndard,5.473370861895914e-06,statndard
offense,5.473080257296749e-06,offense
secod,5.471516348603043e-06,secod
aurrounding,5.471516348603043e-06,aurrounding
directiona,5.4714629269591535e-06,directiona
pester,5.470785208197579e-06,pester
mashine,5.469483121247206e-06,mashine
thxgiving,5.46921722819765e-06,thxgiving
annapurna,5.468498014368594e-06,annapurna
danielas,5.4683461404829645e-06,danielas
gangland,5.468334245497671e-06,gangland
hosp,5.4676980079805485e-06,hosp
repects,5.4661877836583095e-06,repects
toto,5.46587452437857e-06,toto
forming,5.465653240280873e-06,forming
owesome,5.4654600871698345e-06,owesome
sinere,5.4654600871698345e-06,sinere
breakfirst,5.4654600871698345e-06,breakfirst
clicker,5.4653604374514505e-06,clicker
mentee,5.46467195330684e-06,mentee
callbox,5.463760865170238e-06,callbox
executes,5.463751001566599e-06,executes
opposing,5.463015351946832e-06,opposing
vin,5.462995731962695e-06,vin
assimilate,5.462250963366381e-06,assimilate
antipasti,5.462135263631704e-06,antipasti
rebooted,5.461853569864689e-06,rebooted
glide,5.461049163336068e-06,glide
slideshows,5.460832102907848e-06,slideshows
streetsmart,5.460500310802814e-06,streetsmart
christin,5.459756659951117e-06,christin
glassybaby,5.458509790583756e-06,glassybaby
billy,5.457573799927923e-06,billy
cleen,5.455513766186309e-06,cleen
accomedating,5.4541717240620356e-06,accomedating
recomemded,5.4541484414137975e-06,recomemded
dicier,5.453691225361726e-06,dicier
dunnells,5.45274249277476e-06,dunnells
caramelized,5.452714550638895e-06,caramelized
rodas,5.452408936458863e-06,rodas
clinical,5.4492899512419034e-06,clinical
limber,5.4487716588751304e-06,limber
inoperable,5.448580969088548e-06,inoperable
backsplash,5.447859183556194e-06,backsplash
cleaness,5.4478182010905e-06,cleaness
distinctively,5.447786094784932e-06,distinctively
kidnapping,5.447731459444603e-06,kidnapping
everythinh,5.4474852366643484e-06,everythinh
exatly,5.4474852366643484e-06,exatly
internation,5.4474852366643484e-06,internation
concurrent,5.4470860264091676e-06,concurrent
mccaw,5.446076526469436e-06,mccaw
nui,5.445173822024892e-06,nui
loa,5.445173822024892e-06,loa
alluring,5.4441574449290195e-06,alluring
chiaki,5.4437591331328e-06,chiaki
nue,5.443631560871805e-06,nue
ome,5.442470829464219e-06,ome
sundry,5.442050567478864e-06,sundry
ooops,5.440931054997374e-06,ooops
nwfolklife,5.440342398896157e-06,nwfolklife
conditionning,5.43913682314659e-06,conditionning
nella,5.439020454989144e-06,nella
apon,5.438101668951852e-06,apon
collegial,5.437151252057343e-06,collegial
melainie,5.436936677543607e-06,melainie
basketand,5.436877646299824e-06,basketand
whazima,5.4365536943575814e-06,whazima
whazma,5.4365536943575814e-06,whazma
emphasized,5.432543030563965e-06,emphasized
manhattan,5.43231263371893e-06,manhattan
braving,5.4321934448481855e-06,braving
bookie,5.429501799331453e-06,bookie
stylized,5.429080280493078e-06,stylized
proseccco,5.429033902713216e-06,proseccco
jawboning,5.427237961793206e-06,jawboning
qyestions,5.427232021513471e-06,qyestions
esperanzas,5.4267543048226356e-06,esperanzas
shebang,5.426340737880553e-06,shebang
dictionary,5.4262147022029415e-06,dictionary
becautiful,5.425987256081072e-06,becautiful
travelogue,5.423761849264917e-06,travelogue
howell,5.42375095860347e-06,howell
decktop,5.423680654455245e-06,decktop
boylston,5.423635813146066e-06,boylston
aline,5.423635394022223e-06,aline
assimba,5.423552535025052e-06,assimba
wasington,5.423001575700329e-06,wasington
shishole,5.422728414846674e-06,shishole
flourish,5.421662677279184e-06,flourish
airmattress,5.421436739223524e-06,airmattress
parted,5.420895245172688e-06,parted
wickedly,5.419922275624664e-06,wickedly
cloakroom,5.4197035986804255e-06,cloakroom
juliet,5.41896355196595e-06,juliet
portlanders,5.4188999363822114e-06,portlanders
herberto,5.418603815450349e-06,herberto
destroy,5.418067816139443e-06,destroy
raineer,5.417963801008758e-06,raineer
misgiving,5.417258081911889e-06,misgiving
refurbishing,5.416892215053711e-06,refurbishing
lst,5.41688543661131e-06,lst
sheik,5.4165118689471234e-06,sheik
gogin,5.415246587791018e-06,gogin
interphone,5.415246587791018e-06,interphone
screeching,5.414959293269661e-06,screeching
quantity,5.4128550789746674e-06,quantity
coaching,5.411502993883933e-06,coaching
cougar,5.411261751804525e-06,cougar
spooky,5.410749563519544e-06,spooky
directionally,5.408714193201006e-06,directionally
unconditionally,5.4079167246574725e-06,unconditionally
improves,5.4066485064468595e-06,improves
circumference,5.405928063095115e-06,circumference
appreciatively,5.405001719436047e-06,appreciatively
carina,5.404245816486881e-06,carina
interpersonal,5.404031355674938e-06,interpersonal
sienas,5.403306150889327e-06,sienas
accomidated,5.402774904380089e-06,accomidated
inaudible,5.402376432156615e-06,inaudible
refriderator,5.401990821821118e-06,refriderator
accessability,5.401990821821118e-06,accessability
bcz,5.401076082952706e-06,bcz
decorum,5.401071324327756e-06,decorum
ayurveda,5.400721897181915e-06,ayurveda
brevity,5.400073615822181e-06,brevity
tucson,5.399724291916488e-06,tucson
irmagrd,5.399298869817575e-06,irmagrd
cellular,5.3981068655478625e-06,cellular
profesional,5.397703419016748e-06,profesional
analisas,5.3965114690361504e-06,analisas
pcnw,5.3964329637811236e-06,pcnw
hotpot,5.395237910284979e-06,hotpot
chenille,5.394691662661695e-06,chenille
sicilian,5.393633084811857e-06,sicilian
accommidating,5.393325241890747e-06,accommidating
micha,5.3926292295870005e-06,micha
correspondance,5.391472961892192e-06,correspondance
holed,5.388990942468294e-06,holed
justified,5.388198678677917e-06,justified
concious,5.3876158916600886e-06,concious
jasmins,5.385933508775274e-06,jasmins
relaxedness,5.385933508775274e-06,relaxedness
yidians,5.385146150376427e-06,yidians
bestie,5.384980817770627e-06,bestie
mcinerney,5.38475633166071e-06,mcinerney
nightscape,5.3847284377733386e-06,nightscape
photoed,5.382758826882223e-06,photoed
cosmo,5.382383905523909e-06,cosmo
meghans,5.382005631387109e-06,meghans
readdy,5.3813387797017725e-06,readdy
grumpy,5.38114101325196e-06,grumpy
topmost,5.380760052206003e-06,topmost
momoes,5.3804246839687084e-06,momoes
mountian,5.380325576917988e-06,mountian
supersedes,5.379068485915593e-06,supersedes
costumer,5.37863286181024e-06,costumer
philps,5.377563894841096e-06,philps
homade,5.37725571191815e-06,homade
garment,5.377133119453326e-06,garment
againg,5.3766803995464145e-06,againg
elryian,5.375684534768786e-06,elryian
nothwest,5.375597249096185e-06,nothwest
schnecksville,5.3752363234752485e-06,schnecksville
stidio,5.375184081952691e-06,stidio
incidence,5.375176053226114e-06,incidence
fmaily,5.374338394230002e-06,fmaily
arayas,5.373985719869943e-06,arayas
fortable,5.373291490231711e-06,fortable
gohawks,5.373146781381979e-06,gohawks
awesomest,5.37272097267286e-06,awesomest
imaging,5.37105063757606e-06,imaging
withon,5.3696202126077185e-06,withon
burdensome,5.36853644122428e-06,burdensome
sewer,5.368395080628965e-06,sewer
grater,5.368163050577954e-06,grater
reginalds,5.3679335953647645e-06,reginalds
coveniently,5.367195163863212e-06,coveniently
foodee,5.367145900585063e-06,foodee
tandem,5.365746771710279e-06,tandem
educating,5.364604721877431e-06,educating
bux,5.3645110623550836e-06,bux
waterproof,5.364444387101707e-06,waterproof
yippy,5.362877839635163e-06,yippy
format,5.361548880338585e-06,format
niggles,5.36153191348466e-06,niggles
dissuade,5.361024437630477e-06,dissuade
munite,5.3610242034459745e-06,munite
boob,5.360217197639947e-06,boob
sensitivy,5.360158673833577e-06,sensitivy
acorn,5.359572617020204e-06,acorn
newberg,5.359299069886106e-06,newberg
flooding,5.358725874715109e-06,flooding
atv,5.358716928405329e-06,atv
cannon,5.35850374723423e-06,cannon
sequestered,5.357212384892445e-06,sequestered
keva,5.356491303130981e-06,keva
bloc,5.356370894425549e-06,bloc
sag,5.356209253147461e-06,sag
conclude,5.355927202617359e-06,conclude
godzilla,5.354876281868914e-06,godzilla
ofuro,5.354405303375259e-06,ofuro
beatuiful,5.353802779521745e-06,beatuiful
kenyon,5.353794201727247e-06,kenyon
monte,5.353794201727247e-06,monte
siom,5.353365288548366e-06,siom
vistor,5.352155835992833e-06,vistor
izzy,5.350646423191553e-06,izzy
sleigh,5.349848235753876e-06,sleigh
virginie,5.349376349951302e-06,virginie
finery,5.349326230760302e-06,finery
resisted,5.348915191467853e-06,resisted
catfish,5.347662785975275e-06,catfish
cultivates,5.347248389267999e-06,cultivates
crawler,5.34672354270104e-06,crawler
ceckin,5.3463100897187596e-06,ceckin
dissapointing,5.345166311821703e-06,dissapointing
misplacing,5.344674334905125e-06,misplacing
desiring,5.344281009197516e-06,desiring
dparting,5.342548556528487e-06,dparting
chunfu,5.341935089398432e-06,chunfu
supercozy,5.341066450257881e-06,supercozy
protest,5.3403488737105294e-06,protest
kasilof,5.340114125579949e-06,kasilof
replier,5.339984251034639e-06,replier
gushing,5.339884661859418e-06,gushing
availablitiy,5.3381052992236426e-06,availablitiy
damme,5.337944388231448e-06,damme
partied,5.336774279498909e-06,partied
spit,5.335290926037944e-06,spit
accomadate,5.33499150468241e-06,accomadate
wwith,5.333281210059306e-06,wwith
dominik,5.329650297342436e-06,dominik
coffemaking,5.329650297342436e-06,coffemaking
jogg,5.3290945754057015e-06,jogg
interwebz,5.328356039546533e-06,interwebz
unofficial,5.327365120946267e-06,unofficial
cleverness,5.326284223818749e-06,cleverness
cornflakes,5.325834191228429e-06,cornflakes
cheasty,5.3257103728520665e-06,cheasty
knitting,5.32532130585221e-06,knitting
harbourside,5.325318467990745e-06,harbourside
cappacinos,5.324189298390351e-06,cappacinos
astoria,5.324189298390351e-06,astoria
recommenable,5.323699075678815e-06,recommenable
craziest,5.3228968747961896e-06,craziest
mayo,5.3226223847243525e-06,mayo
zum,5.322206968765908e-06,zum
parkingspace,5.321914404801702e-06,parkingspace
liah,5.321725946075191e-06,liah
yiu,5.321436541158307e-06,yiu
vga,5.320842176125576e-06,vga
compartment,5.32041588433565e-06,compartment
giaccomo,5.32030676801233e-06,giaccomo
soggy,5.3198249322896595e-06,soggy
camile,5.318923608073526e-06,camile
prrfect,5.318923608073526e-06,prrfect
significance,5.318829461547203e-06,significance
toetsie,5.318133090649758e-06,toetsie
gardenterrace,5.317508119519193e-06,gardenterrace
turnoff,5.316993943719107e-06,turnoff
eachother,5.316492971253766e-06,eachother
txts,5.316437481418916e-06,txts
nutricious,5.315880955329879e-06,nutricious
kickstarter,5.315549049603732e-06,kickstarter
mgmt,5.314813997953598e-06,mgmt
checj,5.31433873321174e-06,checj
retun,5.314138397514546e-06,retun
biodegradable,5.312227791701143e-06,biodegradable
walljngford,5.311391400746135e-06,walljngford
luxaries,5.311180884543563e-06,luxaries
ute,5.31067322721665e-06,ute
distortion,5.309957010626108e-06,distortion
partice,5.309452994438054e-06,partice
lothlorien,5.309174101232579e-06,lothlorien
cof,5.3084993214975375e-06,cof
worldmark,5.3084910681391305e-06,worldmark
swipe,5.3080824473836394e-06,swipe
entrepeneur,5.3075461115994025e-06,entrepeneur
hestimate,5.3064165230602186e-06,hestimate
childproof,5.306209966077893e-06,childproof
organiced,5.305316025513799e-06,organiced
necesary,5.305316025513799e-06,necesary
whichever,5.305067377536219e-06,whichever
gentil,5.3049827179815425e-06,gentil
carbins,5.304876358744215e-06,carbins
sumthin,5.3041798393677455e-06,sumthin
bribe,5.3041798393677455e-06,bribe
chocolopolis,5.304153528871618e-06,chocolopolis
